ID,sentiment
55015,0
28037,0
42127,0
45001,0
38138,1
55829,0
17085,1
37605,1
24539,0
56789,1
52317,0
5905,0
20248,0
34641,1
1596,1
46229,1
35864,1
31574,1
6936,1
50730,1
4717,0
11834,1
55887,0
12723,0
42732,0
25442,0
14194,1
5893,0
475,1
43424,1
37382,0
35550,1
42665,0
46143,0
54115,1
5368,0
55802,0
22121,1
17879,1
49385,0
37218,1
4398,1
1587,0
42152,0
42539,0
7089,1
38555,1
83,1
13402,1
48602,0
57987,0
56368,1
3658,0
31256,1
14096,1
1100,0
28061,1
25563,0
29997,1
33444,1
42367,0
4605,1
17731,0
38968,1
3469,0
45473,0
52554,1
1950,1
27270,1
6013,0
24916,1
32993,0
34035,1
42999,1
43129,1
54112,0
14930,0
34009,1
40388,0
23694,1
23843,0
21431,0
35403,1
38585,1
5902,1
15786,0
10021,1
24570,0
22526,0
6189,0
33398,1
47416,0
9390,0
53658,0
20316,1
15160,1
54548,1
6129,0
11319,0
9427,1
31138,1
12233,0
8337,1
20238,0
54286,0
44394,0
495,1
43193,1
47775,1
24867,0
14694,0
5291,0
39612,0
19402,1
22934,0
7053,1
57961,1
20498,1
50826,1
45857,1
34229,1
50669,1
29793,1
7672,1
54832,1
27481,1
50323,1
1792,1
28231,0
49695,0
13327,1
51472,1
18160,0
24066,1
31830,0
1365,1
44003,1
36321,1
17032,1
49376,1
55835,0
31877,1
10578,0
43059,0
40974,0
13004,1
52121,1
24920,0
35169,0
39668,1
6967,1
22135,1
17330,1
28473,1
41097,0
14931,1
30804,1
44596,0
26274,0
6708,0
6501,0
28548,0
42518,1
13672,0
49638,0
31133,0
756,1
11266,0
36510,1
20945,1
21516,1
50638,0
1306,0
50437,1
10429,0
49405,1
15395,1
46322,0
21346,1
15163,0
24385,1
56314,0
18461,0
1424,0
42802,0
182,1
28022,1
30916,0
7258,1
52606,1
24187,0
52455,0
36989,0
48359,0
58374,0
21032,0
14562,0
5603,0
53896,0
34143,0
31947,1
21463,0
20584,0
44827,0
2482,1
27316,1
13691,1
17686,1
562,0
40820,1
52640,0
23505,1
15067,0
6695,1
13307,0
5171,0
37093,1
11345,0
56138,1
10696,1
15119,1
25306,1
34747,0
16476,1
15712,1
57572,1
8314,1
28661,1
54049,1
20399,0
38415,1
57552,0
7275,1
49774,1
3882,1
41502,1
39510,0
41989,1
28295,1
7329,1
41603,1
2070,0
31452,0
57533,0
28650,0
17406,0
7658,1
55133,1
51491,0
45042,1
32828,1
13431,1
37272,0
25210,0
27092,1
38369,1
25257,1
31102,1
21251,0
35048,1
16536,1
50489,0
20486,1
57024,0
38973,0
11061,1
32870,0
27494,1
47260,0
13986,1
46006,1
835,1
54369,1
58429,0
57999,0
56043,0
34899,1
11039,0
55374,0
54512,0
34225,0
31838,1
52774,1
35590,0
43393,0
15517,0
48863,0
38174,0
28772,1
9146,0
53682,1
15773,1
55929,1
36467,0
32844,0
56602,1
15208,1
17865,0
43279,0
39931,1
23269,0
9303,1
21030,1
11198,1
22847,1
14216,1
39966,0
47578,1
46081,1
4701,0
19694,0
56693,0
55210,1
39481,0
10823,0
15180,1
12339,1
28385,1
486,1
45279,0
35215,1
45374,1
14401,1
57820,0
19531,1
51707,0
27135,1
39607,1
45853,1
58367,1
58231,1
31261,1
52296,1
44282,1
38783,0
28439,0
10983,1
28651,1
12031,1
50944,0
6405,0
57454,1
46589,1
57797,1
56929,0
55297,1
44173,1
54868,0
58114,0
45325,1
2501,1
39097,0
24830,1
34522,1
5520,0
21841,1
43981,0
11351,1
15037,0
46848,1
34781,1
23645,1
14517,0
45319,0
42100,0
41083,0
39963,0
21129,1
24072,1
21022,1
6559,0
30797,0
47457,1
36221,1
50047,1
14092,1
43379,1
1206,1
38927,1
31828,1
55390,0
30698,1
27291,1
40574,1
44653,0
28957,0
16219,0
18812,0
24792,1
8626,0
25135,0
48803,0
51858,0
17368,0
34595,0
7178,0
53613,0
54763,0
21455,1
27772,0
40652,0
43621,1
27976,0
18195,1
43246,1
19579,0
31739,1
37688,1
38010,0
58619,0
24379,0
37125,1
13488,1
34073,1
37965,0
32300,1
2519,1
12449,1
54438,0
41988,1
42535,1
52747,1
32109,1
34777,1
413,1
28943,1
57508,0
30322,0
2592,1
54750,1
18387,1
1061,0
14257,0
6962,1
17765,1
28012,1
45901,1
30525,1
14733,0
48666,1
12905,0
9772,1
53851,0
1207,1
10286,0
30833,0
52103,1
31847,0
44524,1
42915,1
13747,1
40833,0
53783,1
10190,1
4115,0
49474,1
57538,1
17828,0
53140,0
24795,0
17467,0
16613,0
2279,1
31170,1
16051,0
38123,0
43277,1
20126,0
36231,0
37608,1
10493,1
39525,0
15203,1
1044,1
7056,1
25324,0
28716,0
20286,1
2980,1
24944,0
3159,1
57206,0
33804,1
49286,0
16599,0
36516,1
36339,0
13964,0
8640,0
29702,1
19825,1
28314,1
29632,0
45263,0
39757,0
16835,0
50116,1
47812,1
53578,1
32144,0
14830,1
47721,1
24682,1
11200,0
12654,0
19672,0
36302,1
18540,1
42905,0
17075,0
27890,1
29482,1
50161,1
19958,0
18857,0
43786,1
5058,0
21134,1
17472,1
7663,1
2675,1
19864,1
56021,0
42896,1
33641,0
45974,1
17988,1
34896,0
23502,0
21038,0
6395,0
47874,1
14618,0
14762,1
9451,0
11473,1
27435,0
56507,1
58646,1
43631,1
54378,0
12048,0
7575,1
43351,0
31005,0
36412,1
52304,1
34121,1
50430,1
1685,1
36636,1
28125,1
40101,0
51256,1
25629,0
27394,0
56485,1
25489,1
11474,0
48525,0
21175,0
47046,1
52622,0
56981,1
53788,0
41022,1
41830,0
53900,0
2375,1
38706,0
22461,1
19803,1
18868,0
36528,0
49283,0
18508,0
40397,0
17661,0
50052,1
55457,0
47441,1
55368,0
15189,1
791,1
56559,1
13741,0
46008,1
36764,0
42269,0
7333,1
42131,1
56187,1
29294,1
7827,1
22081,1
40107,1
28669,1
20797,0
32878,0
25876,0
35,1
2684,1
30684,1
57097,1
53541,0
7900,1
38192,0
41802,0
36180,0
21710,1
26044,0
41187,0
6344,0
22488,1
51409,0
3390,1
1145,1
18729,0
7994,1
11233,1
23469,1
11315,1
11705,1
52033,0
4075,0
45886,0
10467,0
1940,1
40679,0
41546,1
36096,1
5416,0
15933,1
17266,0
5503,0
24724,0
56609,0
46705,1
14172,1
49981,0
25539,0
57515,1
26029,0
42424,0
24837,1
38340,1
21594,1
25069,1
43157,0
24976,1
49613,0
7960,1
57574,0
7908,1
12586,0
42425,0
11630,0
46569,1
7069,1
29276,0
25760,0
35441,0
41473,0
39010,1
32933,1
12932,0
6840,0
38161,1
51667,1
31696,0
27079,0
56997,0
34391,1
26273,1
324,1
4684,0
54474,1
7322,1
34010,0
3363,1
47169,1
36438,1
5383,0
2511,1
45060,1
16189,0
47401,1
57328,1
49959,1
25428,0
5690,0
56962,0
13959,1
19684,0
11614,0
18995,1
33519,1
18028,1
55715,1
19595,1
55316,1
35271,1
13409,0
38665,1
21279,1
28708,1
356,1
17604,1
20384,1
38539,0
19410,0
39851,0
57558,1
48965,1
10297,1
30860,1
54276,1
31177,1
16568,1
48232,0
41410,0
12108,1
18595,0
1130,1
20717,1
47522,1
21010,0
28242,1
25020,1
6102,0
50291,1
45750,0
13348,0
51385,0
15437,0
34246,0
37269,0
10498,1
40888,1
11211,0
126,1
6756,1
37900,0
7082,1
15753,0
2123,1
29171,1
56689,1
49135,1
56576,1
34251,1
36267,0
39916,0
45255,0
18897,0
33922,1
48466,1
12743,1
56843,0
9375,1
53283,1
31405,0
8565,0
53285,0
22492,1
5540,0
24680,0
6760,1
13686,1
6944,1
26638,1
50969,1
45660,0
57358,0
6646,0
8917,1
17193,1
753,1
9983,1
38330,0
43258,0
29797,1
32834,1
42876,1
21773,0
51609,1
9601,1
57073,0
6300,0
2291,1
34321,0
40348,0
28831,0
48221,0
24302,1
27040,1
6389,0
38358,0
44363,0
54939,1
52517,0
20379,0
1093,1
14881,1
22855,0
47607,0
9235,0
53340,1
18343,0
31635,0
19004,1
56443,0
5151,0
37324,0
44900,1
51745,1
1402,0
37206,0
57177,1
6974,1
6886,0
17098,0
4779,0
47631,1
46935,0
6561,0
16998,0
33229,1
35458,0
43482,1
48616,1
18519,0
51910,0
28954,1
51198,1
51512,0
37514,1
52226,1
36779,0
31260,1
55717,1
10861,1
23929,0
30278,0
49315,1
31760,0
54717,0
39910,0
30759,0
5028,1
33223,0
3431,0
35124,0
41664,0
48574,1
5795,0
16048,0
13895,1
43047,1
26487,1
5580,1
6456,1
9044,1
46033,0
42282,1
37019,1
50778,0
32807,0
27248,0
24304,0
19876,0
36660,1
46188,0
48675,0
20565,1
42748,0
36904,1
14963,0
28172,0
38235,1
3995,0
15097,0
56033,1
51825,0
4607,0
27058,0
42311,1
48187,0
44404,1
18793,0
54237,1
14558,0
27728,1
50140,1
39093,0
2420,1
36563,0
9261,1
42504,0
51410,0
22440,0
19178,1
34058,1
45039,1
42880,0
37273,1
56363,1
1226,1
38634,1
47449,1
37648,1
8628,0
38501,1
5163,0
29863,0
5124,0
22250,0
15324,1
2394,1
47513,1
24723,1
38005,1
18816,1
34450,0
11120,0
39712,1
21491,0
41739,0
33931,0
41338,0
56489,0
27124,0
56816,1
19452,0
4713,0
50126,0
40576,1
43656,0
11986,1
25796,0
47251,1
3930,0
53145,0
8297,1
20235,1
56023,0
9228,0
50181,1
51230,0
30350,0
24671,1
40377,1
862,1
52923,0
17148,1
6285,0
27847,0
36642,1
22645,0
4744,0
43336,1
31994,0
27268,0
37994,1
16221,1
50229,0
35953,0
19767,0
35233,1
3264,0
50260,1
37901,1
38098,0
5453,0
49791,0
43933,1
42889,0
12069,0
4129,0
43215,1
23950,1
12663,0
19130,1
37463,0
50711,0
49240,1
39749,0
29302,0
1246,1
37535,0
4006,0
1475,1
17933,1
8879,0
33310,0
16602,1
49761,1
29005,0
30379,0
46778,1
10629,1
17270,1
57085,0
14003,0
7777,1
8974,1
22799,0
20085,0
41092,1
42938,1
18410,0
37140,0
9834,1
37020,0
33369,1
28413,0
1351,1
13619,1
18656,0
24217,1
29285,0
35609,0
39544,1
34848,1
43493,0
37934,0
12008,0
30305,0
6529,1
7992,1
24213,1
42926,0
38447,1
18570,1
48383,0
49009,1
48186,0
5266,1
26391,1
52552,1
21789,1
48988,1
2522,1
38702,1
38814,0
12713,0
8645,0
7358,0
51195,1
10045,1
48642,0
25863,0
33606,0
7604,1
47282,0
53257,1
30782,0
20553,0
30820,0
4335,0
7491,0
18784,1
56071,0
26513,1
7497,1
6542,0
53206,1
45946,1
13677,1
20401,1
46180,0
29194,0
36218,0
40136,0
6989,1
2187,1
10956,1
54432,0
29804,1
23940,0
25627,0
17090,0
1844,1
19254,0
54619,0
14724,1
7640,1
46896,1
23493,1
29722,0
49269,0
33919,1
37207,1
25310,1
46216,1
48641,1
40981,1
13961,0
2594,1
21589,0
35776,1
40250,1
5208,0
3462,0
24356,0
15066,1
16054,1
13179,0
15204,0
42532,1
24938,0
39067,0
1855,1
34774,0
35365,1
39981,1
56544,1
5553,1
47485,0
1027,1
30886,1
18015,0
56955,0
20345,0
1078,1
7966,1
46902,1
11331,0
46409,1
31287,0
18235,0
40418,1
2749,1
23748,0
36753,1
41386,1
27320,0
56283,1
26284,0
35040,0
51212,0
49576,1
20669,0
50785,0
27044,0
56377,1
8953,1
14037,0
52497,1
20232,1
37294,0
4124,0
4790,0
4608,0
102,1
29160,0
43017,1
52348,1
53446,0
4379,1
18581,0
50224,1
14438,0
13391,0
42943,0
46968,0
45349,1
52859,0
30393,0
34809,1
41367,1
37485,1
8811,1
29230,0
32754,0
7713,1
24871,0
18347,0
21573,1
26630,1
38493,0
33041,1
41214,1
12825,1
5568,1
31647,1
45244,1
13851,1
24778,1
27520,0
23271,1
37096,0
44207,0
38064,1
41782,1
45695,0
17008,0
410,1
13842,0
37208,0
18241,1
37690,1
25826,0
27028,1
40776,0
31541,0
12914,1
9369,0
53364,1
53390,0
26192,1
7986,1
53955,0
1923,1
13645,0
25513,1
50318,0
8212,1
47667,1
22360,0
17626,1
19039,0
16268,0
9801,0
43319,1
34290,0
50519,0
50717,0
51079,0
55095,0
55265,0
13564,0
33577,1
45571,1
48846,0
10785,1
53289,0
2738,1
41947,1
9165,1
33052,0
50204,0
47340,1
33841,0
33539,1
55026,0
23036,0
6599,1
33986,1
1514,1
28524,0
26564,1
33112,0
33732,0
33356,1
2954,1
56094,1
33125,1
16946,1
4081,0
23775,0
30550,1
16232,0
31804,0
56463,0
37198,1
57697,0
10451,0
27202,1
56090,1
9508,1
2531,1
2834,1
9039,0
31409,0
20548,1
30827,1
2577,1
44851,1
45648,1
51073,0
7042,1
26547,0
51960,0
43908,1
43918,0
20893,1
544,1
51342,1
20337,0
33325,0
20212,1
55955,1
6079,1
32836,1
4500,0
51963,1
50513,1
52985,0
44905,0
44976,1
9154,0
33904,0
25579,1
27969,1
26156,1
8028,1
57006,1
1293,0
35112,0
49402,0
17084,0
46114,1
18127,1
3077,0
28282,0
42612,1
13719,0
12578,0
29185,0
19487,0
27273,1
30655,1
55778,1
30580,0
48867,1
4188,0
1120,1
2064,0
50367,1
32646,0
26560,1
46211,1
48859,0
40375,1
32244,1
55290,0
35426,0
28368,1
13517,1
46414,0
11381,1
23101,1
54326,1
29202,1
54891,0
9305,0
35568,0
1231,1
52845,0
55762,1
13958,0
26387,0
26186,0
2151,1
54814,1
27042,0
37210,0
22190,0
22527,0
630,1
42267,1
46868,1
32251,1
21881,0
25388,1
10573,0
38527,0
43551,0
21222,1
48352,1
30798,0
19548,1
49811,1
39609,1
58104,0
15199,1
31200,1
15183,1
21145,0
18192,1
56724,0
42106,0
37864,0
42597,0
56829,0
55864,1
57611,1
56990,0
49897,0
53984,0
40815,0
17431,0
54912,0
3996,0
45870,0
47310,1
56218,0
4456,0
34106,0
9535,1
8110,1
17876,0
10881,0
34281,1
49371,0
55337,0
46155,1
46503,1
46697,1
47965,0
17766,1
6665,0
37668,1
36418,1
39464,1
12898,0
12841,0
26687,0
43945,1
33871,0
9240,1
40800,1
19587,0
41389,0
32527,0
36611,1
34745,0
31559,1
39646,1
5023,0
53317,0
28434,0
53418,1
13684,1
15549,1
20456,1
27957,0
21445,1
56953,1
18441,0
16206,1
5696,0
49539,0
19304,0
24319,1
27377,1
33542,0
5191,0
76,1
48318,0
13732,1
47097,1
36830,1
39827,0
45028,1
974,1
55594,0
33014,1
37507,1
26495,0
35045,1
34091,1
53013,1
46195,0
24480,1
36188,1
18569,1
50587,0
30187,0
29575,1
47660,0
39954,0
3806,0
15626,1
27433,1
54820,0
45906,1
631,1
50451,1
21848,0
52933,1
46480,1
6781,1
58348,0
43055,0
53574,0
39062,0
58343,0
17761,1
32078,1
40218,1
46673,1
7844,1
44934,1
14219,0
21423,0
45230,0
3634,0
44843,1
38293,0
51904,1
54021,0
52653,0
13668,0
46251,1
48620,1
53408,1
27883,0
2457,1
3876,0
1882,1
3814,0
10241,0
9788,1
43893,0
19268,0
50735,1
42669,0
42121,1
36436,0
57157,0
10317,1
30196,1
12027,0
7103,1
34356,1
9900,1
10928,1
16753,0
10232,1
52727,1
2116,1
57101,1
24239,1
57136,1
31413,1
32695,1
55176,0
19519,0
10545,1
28478,0
50694,0
22261,1
19830,0
6236,0
40950,0
45005,0
34399,1
41398,1
49082,0
7187,1
36164,0
20000,0
45634,0
34940,1
55127,1
16940,1
42360,1
39284,1
39444,0
39299,0
5972,0
19181,1
10745,0
47128,1
36024,0
16289,0
22146,0
19991,1
56540,1
22018,1
17931,0
33800,0
48426,1
32274,0
17787,0
38680,1
10336,0
41943,1
32,1
10602,0
53910,0
15948,1
7781,1
42254,1
2605,1
35841,0
44369,0
5178,0
12933,1
4602,0
18168,1
47379,1
34733,0
47504,1
7815,1
13022,0
38234,1
56438,0
11929,0
50269,0
28844,1
49719,0
39631,0
56171,1
13447,1
47050,0
11888,0
49052,1
48425,1
33481,1
35897,1
48550,1
17764,0
2195,1
16254,0
58574,0
1062,1
24517,0
32262,1
4480,1
54586,1
50022,0
38364,0
23693,1
38901,1
34916,0
10994,0
37783,1
18301,1
35728,1
37251,1
14383,0
36472,0
57843,1
35246,1
21297,1
571,1
24832,1
44996,0
57944,1
20258,1
30452,0
1360,1
54687,1
25279,1
21746,1
40872,1
10728,1
17206,1
33581,1
54516,1
36113,1
173,1
16142,0
38059,0
39277,0
21447,1
38443,1
42276,1
33666,0
44623,0
10597,1
42145,1
55692,0
18770,0
28409,1
8194,1
5614,0
24348,1
3628,1
32889,1
52050,1
51061,1
51594,0
33291,1
15775,0
10370,0
44459,1
5994,0
11111,0
55189,1
10976,1
55896,1
23692,0
22535,1
10347,0
37894,0
44999,0
51711,1
54583,1
22,0
964,0
51323,1
18035,0
14567,0
17297,0
18210,0
888,1
9236,0
22893,0
39643,0
9129,1
11258,0
8424,0
24144,1
366,1
31673,1
32201,1
22586,1
51136,1
55785,0
37642,0
40736,1
55082,1
12591,1
31788,1
24372,0
26899,0
9652,0
39152,0
5610,0
39149,1
57596,0
50087,1
42368,1
42477,0
13209,1
52467,0
12665,0
53576,1
19742,0
18883,0
71,1
18465,1
21095,1
1652,1
46718,0
40499,1
28883,0
33528,0
23887,1
38427,1
5460,0
8596,0
21141,0
43812,0
34838,1
30752,0
32757,1
38456,0
15135,1
1760,0
30404,1
23558,0
52044,1
36086,1
1047,1
26935,0
15634,0
25420,0
36755,0
27899,1
36972,1
9665,0
42354,0
26665,1
54153,0
19616,0
4544,1
45243,1
12818,0
50622,1
37844,0
7895,1
12375,0
11134,1
13884,1
934,1
48566,0
34234,0
48522,0
50639,0
53584,0
15992,0
19445,0
58245,1
39270,1
5530,0
27420,1
22660,0
43919,1
3481,0
53845,1
45067,0
37935,1
1755,1
16856,1
11423,1
26678,1
5832,0
43267,1
26554,0
38144,0
49469,0
10882,0
29683,0
25941,1
53846,1
20719,0
51469,0
26085,1
12022,1
44138,0
52485,1
46099,0
12670,0
56783,1
25612,1
40494,0
51285,0
25678,0
20409,1
8965,0
47474,0
54478,0
22470,1
25816,1
43067,0
7811,1
32080,1
49280,0
19379,1
35023,1
30666,1
6419,1
45284,1
28521,1
7381,0
52661,0
54125,0
32449,1
57872,1
19225,0
52723,0
19666,0
56946,1
42139,1
26490,1
33516,0
46462,0
23629,0
26209,1
35755,0
43723,0
42209,1
29542,0
41357,0
49307,0
56241,1
49990,0
40449,1
33146,1
13495,1
58118,0
53593,1
570,1
18445,1
39199,1
44380,0
23367,0
40553,0
29101,1
39974,1
6041,0
56719,0
55468,0
22599,0
39656,1
38445,0
18122,1
46926,1
41838,1
23488,1
18739,0
3205,0
25996,1
34331,0
32350,0
26350,0
53856,0
12358,1
37989,1
10364,1
25496,1
45919,1
35732,0
57018,0
56197,1
38193,1
44349,0
23086,0
57911,0
45959,1
32315,1
18846,1
34847,1
46051,1
25533,1
28496,1
21847,1
38911,1
33228,1
48158,1
8289,1
40959,0
31299,0
14031,1
48822,0
44097,0
28887,1
52938,1
29300,1
10970,1
30657,0
16040,1
17730,1
26681,1
2556,1
48683,0
6443,0
13806,1
47603,0
44389,1
9818,0
954,1
50079,0
57361,1
26661,1
30558,0
11092,0
33385,0
37821,0
29222,1
3052,1
3392,1
18037,1
27687,1
57464,0
21364,1
12317,1
14323,0
38157,1
50644,1
28914,0
53503,0
23898,1
20926,1
7395,0
46553,1
47241,1
14601,1
51379,1
47813,0
37792,0
45034,1
47575,1
31536,1
6051,1
31888,1
39339,0
19784,0
54308,1
25499,0
20863,0
46605,0
18018,1
7062,1
51497,1
8284,1
16889,1
1056,1
49323,0
13060,0
10256,0
58425,0
2590,1
23240,1
55947,1
382,1
44955,1
33400,0
12757,1
26603,1
11352,0
49264,1
23079,1
5370,0
40575,1
8159,1
42144,1
40528,1
7928,1
29282,0
34057,1
53986,1
44896,1
51515,1
38342,1
31695,1
32519,1
57962,0
21909,1
13627,0
11916,1
31938,1
21634,0
803,1
4001,0
26325,1
37059,1
33865,1
9385,1
50227,0
35913,1
19676,0
25201,1
52658,0
22087,1
57307,1
44666,0
56099,1
11616,1
27901,0
6956,1
3388,1
58204,1
55119,1
30474,1
42148,1
50443,1
41666,0
49221,0
38150,0
21314,1
57834,0
55943,0
33648,1
55089,1
25113,1
36260,0
45363,1
49110,1
42000,1
30480,0
26090,0
32265,0
29528,1
15471,1
16376,0
29289,1
19475,0
49440,1
47586,1
8563,0
23352,0
15334,0
51331,0
7166,1
16102,0
2010,1
19748,0
19965,1
17121,1
39881,1
12409,1
9246,1
10078,1
4439,0
20070,0
28826,0
56899,0
33395,1
41284,1
54497,1
50947,0
25037,1
31074,1
54765,0
10200,1
49532,0
18252,1
48326,0
38506,0
6584,0
39367,0
57643,1
10990,1
31624,0
41272,0
53175,1
20317,1
14497,1
41038,1
44573,0
58164,1
8239,1
32813,0
378,1
19482,1
57223,0
40539,1
44191,1
5855,1
3209,1
56284,1
56022,1
25607,0
6694,0
51,1
50854,1
34236,0
973,1
37304,1
42997,0
20237,0
39184,1
43291,0
12260,0
9169,1
49921,1
45181,1
12968,1
24989,0
16363,0
29872,1
6712,1
29826,1
57078,0
52308,1
55907,1
29954,0
20278,1
29832,1
6660,1
46014,1
54957,1
29142,0
21381,1
47565,0
56219,0
10836,1
17740,0
40325,0
25947,0
52869,0
52412,0
907,1
20730,0
12655,0
31486,0
13515,0
57340,0
50816,0
27029,0
28078,0
40159,1
19156,0
7551,1
21923,0
52140,1
2965,0
39026,1
42116,1
19667,0
52932,1
53516,0
2016,1
49257,1
57629,0
52316,1
15094,0
33776,1
11107,1
14937,0
21014,1
9473,0
31217,0
25429,0
49950,1
3012,1
26131,0
57536,0
12608,0
51144,0
40757,0
46617,1
19207,0
2165,1
10917,1
35039,0
42608,0
27122,0
54158,1
13088,0
39225,0
6575,0
51752,0
57496,1
56146,0
34381,1
10361,1
31264,1
13540,1
37651,1
10594,1
5816,0
17337,1
25411,0
49361,1
14283,0
15576,1
49614,1
41361,0
16807,1
11460,0
41067,1
40940,0
46928,1
44543,0
55879,0
51578,1
37558,1
39083,0
22980,0
37570,0
41131,1
34339,0
27824,1
55256,0
53253,0
52173,1
42261,0
31257,0
9333,1
6926,1
39731,0
27993,0
15904,0
37176,0
43330,0
27981,1
1834,1
3270,1
27660,1
47719,0
817,1
26321,0
27102,1
14027,0
5314,0
22807,0
30451,1
47353,0
26003,1
29166,1
8039,1
19972,1
21058,0
53714,1
52591,1
25417,1
16954,1
39795,1
25035,0
31642,0
26426,1
6860,0
11119,1
16873,1
44745,1
20794,1
31466,1
34244,1
34590,1
46680,0
17518,0
26504,1
6234,0
4111,0
57039,0
57586,0
32111,1
52137,1
27875,0
9675,0
31241,1
6958,1
25972,0
56409,1
47737,1
38256,0
27944,1
41486,0
39487,0
16379,1
19255,0
14377,0
24286,1
4253,0
22507,0
31414,1
10416,1
34982,0
44069,1
25739,1
7600,1
32730,1
6345,0
26767,0
5954,0
35567,0
43309,1
37328,0
34015,0
46508,1
9608,0
46049,0
671,1
37204,1
9479,1
42857,0
3721,0
37373,0
24775,0
15787,1
37429,0
28391,0
35885,1
10290,0
9736,0
13252,1
50760,0
34168,1
28398,0
42035,1
13039,1
38089,1
19291,0
42808,1
40277,0
12832,0
29297,0
1287,1
7239,1
56786,0
455,0
16324,1
35522,1
32998,1
28298,0
4009,0
23783,0
55794,0
8641,0
26625,1
21200,1
26047,0
1292,1
4243,0
35351,0
32361,1
16576,1
22752,1
30667,0
4813,0
17016,1
1653,1
57167,0
27206,0
12972,1
3511,0
27166,1
8171,1
38311,0
33240,0
3635,0
58029,1
26624,0
53025,1
24231,1
48045,0
33040,1
57921,0
55070,0
25757,0
7183,1
49251,0
31499,1
4796,0
35742,0
20176,1
55569,0
38599,1
31697,0
38,1
47725,0
58065,0
52344,1
37811,1
7795,1
44383,0
53348,0
7803,1
6375,0
3661,0
28526,0
35917,1
55484,1
44451,1
20007,0
52955,0
7696,1
8878,0
2770,1
24532,0
31589,1
23654,0
27726,0
4100,0
53758,1
7599,1
30730,0
27642,0
35100,1
36734,1
58320,0
30776,0
21417,0
51626,0
13538,0
34164,0
21122,0
51418,0
12020,1
23149,1
34232,1
5819,0
49276,1
16546,0
57480,1
24274,0
33673,0
13192,0
54416,1
48122,1
12196,0
18322,1
1427,0
49824,1
21271,1
23190,1
53015,1
40356,0
55960,1
51450,0
30155,1
19996,0
32821,0
33076,1
53042,1
27583,0
50928,1
52963,1
6916,1
39569,1
23590,0
33858,1
9408,1
43728,0
3351,0
30808,0
46374,1
13946,0
16693,0
47791,0
40582,0
10113,1
31792,1
7209,0
50231,1
14525,1
56188,0
39780,1
24425,0
27907,0
42950,0
34506,0
10054,1
40638,0
47182,0
50605,0
45096,1
3370,1
27173,0
26663,1
789,1
30915,0
39681,1
13814,1
40186,1
40140,0
32703,1
58285,1
23841,0
45813,1
40847,1
55718,1
27806,1
53035,0
41983,1
15624,0
44539,0
15914,1
27217,0
39256,0
24404,1
1730,1
15393,1
24436,1
22946,0
18910,1
30344,0
29096,1
21261,0
40535,1
52367,0
20744,0
47021,0
39887,1
31250,0
16122,0
18190,1
35386,1
32558,0
17639,1
